Проверка количества текущих сущностей.
Я создал 5 новых Item и это можно увидеть по вызову данной команды


D:\projects\job4j_tracker>jmap -histo 1440
 num     #instances         #bytes  class name (module)
 359:            11            176  java.util.concurrent.atomic.AtomicInteger (java.base@16.0.2)
 360:             1            168  [[Ljava.math.BigInteger; (java.base@16.0.2)
 361:             3            168  java.io.FileCleanable (java.base@16.0.2)
 362:             7            168  java.lang.System$Logger$Level (java.base@16.0.2)
 363:             7            168  java.security.Permissions (java.base@16.0.2)
 364:             7            168  java.time.DayOfWeek (java.base@16.0.2)
 365:             3            168  java.util.jar.JarFile (java.base@16.0.2)
 366:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport (java.management@16.0.2)
 367:             7            168  sun.management.counter.Units (java.management@16.0.2)
 368:             3            168  sun.rmi.transport.Target (java.rmi@16.0.2)
 369:             3            168  sun.rmi.transport.tcp.TCPConnection (java.rmi@16.0.2)
 370:             5            160  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@16.0.2)
 371:             3            160  [Ljava.util.logging.Level; (java.logging@16.0.2)
 372:             4            160  java.io.BufferedInputStream (java.base@16.0.2)
 373:             5            160  java.io.BufferedOutputStream (java.base@16.0.2)
 374:             5            160  java.lang.StringCoding$StringEncoder (java.base@16.0.2)
 375:            10            160  java.lang.ThreadLocal (java.base@16.0.2)
 376:             5            160  java.lang.WeakPairMap$Pair$Weak$1 (java.base@16.0.2)
 377:             5            160  java.lang.invoke.SimpleMethodHandle (java.base@16.0.2)
 378:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@16.0.2)
 379:             5            160  java.util.Collections$SynchronizedMap (java.base@16.0.2)
 380:             5            160  java.util.Vector (java.base@16.0.2)
 381:             5            160  javax.management.StandardEmitterMBean (java.management@16.0.2)
 382:            10            160  jdk.internal.logger.LazyLoggers$JdkLazyLogger (java.base@16.0.2)
 383:             4            160  jdk.internal.ref.Cleaner (java.base@16.0.2)
 384:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@16.0.2)
 385:             5            160  sun.util.locale.provider.LocaleResources (java.base@16.0.2)
 386:             2            152  [[Ljava.lang.String; (java.base@16.0.2)
 387:             1            144  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@16.0.2)
 388:             6            144  [Ljava.security.ProtectionDomain; (java.base@16.0.2)
 389:             6            144  java.lang.Thread$State (java.base@16.0.2)
 390:             6            144  java.lang.ThreadLocal$ThreadLocalMap (java.base@16.0.2)
 391:             6            144  java.lang.invoke.VarForm (java.base@16.0.2)
 392:             6            144  java.net.InetAddress$NameServiceAddresses (java.base@16.0.2)
 393:             9            144  java.rmi.server.Operation (java.rmi@16.0.2)
 394:             3            144  java.time.temporal.JulianFields$Field (java.base@16.0.2)
 395:             1            144  java.util.Scanner (java.base@16.0.2)
 396:             6            144  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@16.0.2)
 397:             2            144  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask (java.base@16.0.2)
 398:             3            144  javax.management.openmbean.TabularType (java.management@16.0.2)
 399:             3            144  jdk.internal.loader.URLClassPath$JarLoader (java.base@16.0.2)
 400:             6            144  jdk.internal.perf.PerfCounter (java.base@16.0.2)
 401:             6            144  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@16.0.2)
 402:             3            144  sun.nio.cs.StreamEncoder (java.base@16.0.2)
 403:             3            144  sun.nio.cs.UTF_8$Encoder (java.base@16.0.2)
 404:             3            144  sun.rmi.transport.tcp.TCPChannel (java.rmi@16.0.2)
 405:             1            136  [Ljava.time.temporal.ChronoField; (java.base@16.0.2)
 406:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping (java.management@16.0.2)
 407:             4            128  java.io.File (java.base@16.0.2)
 408:             4            128  java.lang.Package (java.base@16.0.2)
 409:             4            128  java.lang.StringCoding$StringDecoder (java.base@16.0.2)
 410:             4            128  java.nio.DirectByteBuffer$Deallocator (java.base@16.0.2)
 411:             4            128  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@16.0.2)
 412:             4            128  java.util.LinkedList (java.base@16.0.2)
 413:             4            128  java.util.stream.FindOps$FindOp (java.base@16.0.2)
 414:             2            128  java.util.zip.Inflater (java.base@16.0.2)
 415:             2            128  jdk.internal.org.objectweb.asm.SymbolTable (java.base@16.0.2)
 416:             4            128  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@16.0.2)
 417:             4            128  sun.reflect.generics.repository.ClassRepository (java.base@16.0.2)
 418:             2            128  sun.security.provider.SHA2$SHA256 (java.base@16.0.2)
 419:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@16.0.2)
 420:             5            120  [Ljava.lang.reflect.TypeVariable; (java.base@16.0.2)
 421:             5            120  java.lang.NamedPackage (java.base@16.0.2)
 422:             5            120  java.lang.StringCoding$Result (java.base@16.0.2)
 423:             5            120  java.lang.invoke.ConstantCallSite (java.base@16.0.2)
 424:             3            120  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@16.0.2)
 425:             3            120  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@16.0.2)
 426:             5            120  java.lang.module.ModuleDescriptor$Opens (java.base@16.0.2)
 427:             3            120  java.lang.reflect.ProxyGenerator$ProxyMethod (java.base@16.0.2)
 428:             5            120  java.time.format.SignStyle (java.base@16.0.2)
 429:             5            120  java.util.ArrayDeque (java.base@16.0.2)
 430:             5            120  java.util.BitSet (java.base@16.0.2)
 431:             5            120  java.util.stream.StreamOpFlag$Type (java.base@16.0.2)
 432:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@16.0.2)
 433:             5            120  ru.job4j.tracker.model.Item
 434:             5            120  sun.nio.fs.WindowsPathType (java.base@16.0.2)
 435:             3            120  sun.rmi.transport.WeakRef (java.rmi@16.0.2)
 436:             3            120  sun.rmi.transport.tcp.TCPTransport$ConnectionHandler (java.rmi@16.0.2)
 437:             1            112  [Ljava.time.LocalTime; (java.base@16.0.2)
 438:             2            112  java.net.SocketPermission (java.base@16.0.2)
 439:             2            112  java.nio.DirectIntBufferRU (java.base@16.0.2)
 440:             2            112  java.util.concurrent.ConcurrentHashMap$ValueIterator (java.base@16.0.2)
 441:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@16.0.2)
 442:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@16.0.2)
 443:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@16.0.2)
 444:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@16.0.2)
 445:             1            104  sun.security.jca.ProviderList$1 (java.base@16.0.2)
 446:             1            104  sun.security.provider.Sun (java.base@16.0.2)
 447:             2             96  [Ljava.lang.System$Logger$Level; (java.base@16.0.2)
 448:             2             96  [Ljava.lang.management.MemoryUsage; (java.management@16.0.2)
 449:             2             96  [Ljava.time.DayOfWeek; (java.base@16.0.2)
 450:             4             96  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@16.0.2)
 451:             1             96  [Lsun.util.locale.BaseLocale; (java.base@16.0.2)
 452:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping (java.management@16.0.2)
 453:             2             96  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@16.0.2)
 454:             3             96  java.io.RandomAccessFile (java.base@16.0.2)
 455:             3             96  java.lang.ClassValue$Entry (java.base@16.0.2)
 456:             3             96  java.lang.Runtime$Version (java.base@16.0.2)
 457:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@16.0.2)
 458:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@16.0.2)
 459:             4             96  java.net.Socket$SocketInputStream (java.base@16.0.2)
 460:             4             96  java.time.Instant (java.base@16.0.2)
 461:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@16.0.2)
 462:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@16.0.2)
 463:             4             96  java.time.format.DateTimeTextProvider$LocaleStore (java.base@16.0.2)
 464:             6             96  java.util.IdentityHashMap$KeySet (java.base@16.0.2)
 465:             4             96  java.util.regex.Pattern$CharPropertyGreedy (java.base@16.0.2)
 466:             4             96  java.util.regex.Pattern$Qtype (java.base@16.0.2)
 467:             4             96  java.util.stream.StreamShape (java.base@16.0.2)
 468:             3             96  java.util.zip.ZipFile$CleanableResource (java.base@16.0.2)
 469:             3             96  javax.management.MBeanConstructorInfo (java.management@16.0.2)
 470:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@16.0.2)
 471:             4             96  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@16.0.2)
 472:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@16.0.2)
 473:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@16.0.2)
 474:             2             96  jdk.internal.org.objectweb.asm.ClassReader (java.base@16.0.2)
 475:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@16.0.2)
 476:             4             96  sun.nio.ch.Util$BufferCache (java.base@16.0.2)
 477:             2             96  sun.nio.cs.StreamDecoder (java.base@16.0.2)
 478:             3             96  sun.nio.fs.NativeBuffer (java.base@16.0.2)
 479:             4             96  sun.reflect.annotation.AnnotationInvocationHandler (java.base@16.0.2)
 480:             4             96  sun.reflect.generics.tree.ClassSignature (java.base@16.0.2)
 481:             4             96  sun.reflect.generics.tree.FormalTypeParameter (java.base@16.0.2)
 482:             3             96  sun.rmi.transport.LiveRef (java.rmi@16.0.2)
 483:             3             88  [Ljava.rmi.server.Operation; (java.rmi@16.0.2)
 484:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@16.0.2)
 485:             1             88  com.sun.jmx.remote.util.ClassLoaderWithRepository (java.management@16.0.2)
 486:             1             88  javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader (java.management.rmi@16.0.2)
 487:             1             88  sun.reflect.misc.MethodUtil (java.base@16.0.2)
 488:             2             80  [F (java.base@16.0.2)
 489:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@16.0.2)
 490:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@16.0.2)
 491:             1             80  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@16.0.2)
 492:             5             80  [Ljava.util.regex.IntHashSet; (java.base@16.0.2)
 493:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@16.0.2)
 494:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@16.0.2)
 495:             2             80  java.io.BufferedWriter (java.base@16.0.2)
 496:             2             80  java.io.PrintStream (java.base@16.0.2)
 497:             5             80  java.lang.Byte (java.base@16.0.2)
 498:             2             80  java.lang.ModuleLayer (java.base@16.0.2)
 499:             2             80  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@16.0.2)
 500:             2             80  java.lang.module.Configuration (java.base@16.0.2)
 501:             2             80  java.util.Collections$SingletonMap (java.base@16.0.2)
 502:             2             80  java.util.HashMap$EntryIterator (java.base@16.0.2)
 503:             2             80  java.util.Locale$Category (java.base@16.0.2)
 504:             2             80  javax.management.remote.rmi.RMIConnectionImpl$4 (java.management.rmi@16.0.2)
 505:             1             80  javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper (java.management.rmi@16.0.2)
 506:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@16.0.2)
 507:             2             80  sun.management.MemoryManagerImpl (java.management@16.0.2)
 508:             5             80  sun.nio.ch.NioSocketImpl$$Lambda$21/0x0000000800c4bd90 (java.base@16.0.2)
 509:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@16.0.2)
 510:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@16.0.2)
 511:             3             72  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@16.0.2)
 512:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@16.0.2)
 513:             1             72  [Ljdk.jfr.internal.LogTag; (jdk.jfr@16.0.2)
 514:             3             72  java.io.ObjectInputFilter$Status (java.base@16.0.2)
 515:             3             72  java.io.OutputStreamWriter (java.base@16.0.2)
 516:             3             72  java.lang.StackWalker$Option (java.base@16.0.2)
 517:             3             72  java.lang.WeakPairMap (java.base@16.0.2)
 518:             3             72  java.lang.annotation.RetentionPolicy (java.base@16.0.2)
 519:             3             72  java.net.Proxy$Type (java.base@16.0.2)
 520:             3             72  java.net.Socket$SocketOutputStream (java.base@16.0.2)
 521:             3             72  java.net.StandardProtocolFamily (java.base@16.0.2)
 522:             3             72  java.security.BasicPermissionCollection (java.base@16.0.2)
 523:             3             72  java.security.DrbgParameters$Capability (java.base@16.0.2)
 524:             3             72  java.security.SecurityPermission (java.base@16.0.2)
 525:             3             72  java.time.format.ResolverStyle (java.base@16.0.2)
 526:             1             72  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@16.0.2)
 527:             1             72  java.util.concurrent.ThreadPoolExecutor (java.base@16.0.2)
 528:             3             72  java.util.concurrent.atomic.AtomicMarkableReference$Pair (java.base@16.0.2)
 529:             3             72  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@16.0.2)
 530:             1             72  java.util.regex.Matcher (java.base@16.0.2)
 531:             3             72  java.util.stream.Collector$Characteristics (java.base@16.0.2)
 532:             3             72  java.util.zip.ZipFile$Source$Key (java.base@16.0.2)
 533:             3             72  javax.management.NotificationBroadcasterSupport$ListenerInfo (java.management@16.0.2)
 534:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@16.0.2)
 535:             3             72  jdk.jfr.internal.SecuritySupport$SafePath (jdk.jfr@16.0.2)
 536:             3             72  sun.management.ManagementFactoryHelper$1 (java.management@16.0.2)
 537:             3             72  sun.nio.fs.NativeBuffer$Deallocator (java.base@16.0.2)
 538:             3             72  sun.reflect.generics.parser.SignatureParser (java.base@16.0.2)
 539:             3             72  sun.reflect.generics.scope.ClassScope (java.base@16.0.2)
 540:             3             72  sun.reflect.generics.visitor.Reifier (java.base@16.0.2)
 541:             3             72  sun.security.util.LazyCodeSourcePermissionCollection (java.base@16.0.2)
 542:             3             72  sun.util.resources.ParallelListResourceBundle$KeySet (java.base@16.0.2)
 543:             2             64  [Ljava.lang.StackWalker$Option; (java.base@16.0.2)
 544:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@16.0.2)
 545:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@16.0.2)
 546:             2             64  [Ljava.nio.charset.CoderResult; (java.base@16.0.2)
 547:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@16.0.2)
 548:             2             64  [Lsun.nio.fs.NativeBuffer; (java.base@16.0.2)
 549:             1             64  com.sun.jmx.remote.internal.ArrayNotificationBuffer (java.management@16.0.2)
 550:             2             64  com.sun.management.internal.GcInfoCompositeData (jdk.management@16.0.2)
 551:             2             64  java.io.FileOutputStream (java.base@16.0.2)
 552:             2             64  java.lang.StackWalker (java.base@16.0.2)
 553:             1             64  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL (java.base@16.0.2)
 554:             2             64  java.lang.invoke.MethodHandles$Lookup$ClassDefiner (java.base@16.0.2)
 555:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@16.0.2)
 556:             1             64  java.net.SocksSocketImpl (java.base@16.0.2)
 557:             2             64  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@16.0.2)
 558:             4             64  java.security.SecureClassLoader$CodeSourceKey (java.base@16.0.2)
 559:             1             64  java.security.SecureRandom (java.base@16.0.2)
 560:             2             64  java.time.temporal.IsoFields$Unit (java.base@16.0.2)
 561:             2             64  java.util.PropertyPermission (java.base@16.0.2)
 562:             4             64  java.util.WeakHashMap$KeySet (java.base@16.0.2)
 563:             4             64  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@16.0.2)
 564:             1             64  java.util.logging.LogManager$RootLogger (java.logging@16.0.2)
 565:             2             64  java.util.regex.Matcher$ImmutableMatchResult (java.base@16.0.2)
 566:             2             64  java.util.regex.Pattern$Branch (java.base@16.0.2)
 567:             1             64  java.util.stream.ReferencePipeline$3 (java.base@16.0.2)
 568:             1             64  javax.management.remote.rmi.RMIConnectionImpl (java.management.rmi@16.0.2)
 569:             1             64  javax.management.remote.rmi.RMIConnectorServer (java.management.rmi@16.0.2)
 570:             1             64  javax.management.remote.rmi.RMIJRMPServerImpl (java.management.rmi@16.0.2)
 571:             4             64  jdk.internal.module.ServicesCatalog (java.base@16.0.2)
 572:             2             64  jdk.internal.reflect.UnsafeQualifiedObjectFieldAccessorImpl (java.base@16.0.2)
 573:             4             64  jdk.proxy1.$Proxy1 (jdk.proxy1)
 574:             4             64  sun.nio.ch.NioSocketImpl$1 (java.base@16.0.2)
 575:             2             64  sun.reflect.annotation.AnnotationType (java.base@16.0.2)
 576:             2             64  sun.rmi.server.UnicastServerRef2 (java.rmi@16.0.2)
 577:             2             64  sun.rmi.transport.tcp.TCPTransport (java.rmi@16.0.2)
 578:             1             56  [Ljava.lang.Runnable; (java.base@16.0.2)
 579:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@16.0.2)
 580:             1             56  [[I (java.base@16.0.2)
 581:             1             56  com.sun.jmx.remote.internal.ServerNotifForwarder (java.management@16.0.2)
 582:             1             56  com.sun.management.GcInfo (jdk.management@16.0.2)
 583:             1             56  java.io.ObjectInputFilter$Config$Global (java.base@16.0.2)
 584:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@16.0.2)
 585:             1             56  java.lang.invoke.BoundMethodHandle$Species_LLLLLL (java.base@16.0.2)
 586:             1             56  java.util.logging.LogManager (java.logging@16.0.2)
 587:             1             56  java.util.stream.ReferencePipeline$Head (java.base@16.0.2)
 588:             3             48  [Ljava.lang.StackTraceElement; (java.base@16.0.2)
 589:             3             48  [Ljava.lang.annotation.Annotation; (java.base@16.0.2)
 590:             1             48  [Ljava.lang.management.MemoryPoolMXBean; (java.management@16.0.2)
 591:             1             48  [Ljava.math.RoundingMode; (java.base@16.0.2)
 592:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@16.0.2)
 593:             2             48  [Ljava.util.regex.Pattern$Node; (java.base@16.0.2)
 594:             1             48  [Lsun.management.counter.Units; (java.management@16.0.2)
 595:             1             48  [[Ljava.lang.Object; (java.base@16.0.2)
 596:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry (java.management@16.0.2)
 597:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings (java.management@16.0.2)
 598:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap (java.management@16.0.2)
 599:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap (java.management@16.0.2)
 600:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap (java.management@16.0.2)
 601:             2             48  com.sun.jmx.remote.internal.ServerNotifForwarder$IdAndFilter (java.management@16.0.2)
 602:             2             48  com.sun.management.internal.GarbageCollectionNotifInfoCompositeData (jdk.management@16.0.2)
 603:             1             48  com.sun.management.internal.GcInfoBuilder (jdk.management@16.0.2)
 604:             1             48  java.io.BufferedReader (java.base@16.0.2)
 605:             2             48  java.io.File$PathStatus (java.base@16.0.2)
 606:             2             48  java.io.InputStreamReader (java.base@16.0.2)
 607:             2             48  java.lang.ClassValue$Version (java.base@16.0.2)
 608:             1             48  java.lang.NullPointerException (java.base@16.0.2)
 609:             2             48  java.lang.PublicMethods$MethodList (java.base@16.0.2)
 610:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@16.0.2)
 611:             2             48  java.lang.invoke.InfoFromMemberName (java.base@16.0.2)
 612:             2             48  java.lang.invoke.InnerClassLambdaMetafactory$1 (java.base@16.0.2)
 613:             2             48  java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator (java.base@16.0.2)
 614:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassFile (java.base@16.0.2)
 615:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@16.0.2)
 616:             2             48  java.lang.management.MemoryType (java.management@16.0.2)
 617:             2             48  java.lang.reflect.ReflectPermission (java.base@16.0.2)
 618:             3             48  java.nio.charset.CodingErrorAction (java.base@16.0.2)
 619:             2             48  java.rmi.dgc.VMID (java.rmi@16.0.2)
 620:             2             48  java.time.Clock$SystemClock (java.base@16.0.2)
 621:             2             48  java.time.format.DateTimeFormatterBuilder$1 (java.base@16.0.2)
 622:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@16.0.2)
 623:             2             48  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1 (java.base@16.0.2)
 624:             2             48  java.util.ImmutableCollections$Set12$1 (java.base@16.0.2)
 625:             3             48  java.util.LinkedHashMap$LinkedKeySet (java.base@16.0.2)
 626:             3             48  java.util.LinkedHashMap$LinkedValues (java.base@16.0.2)
 627:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@16.0.2)
 628:             3             48  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@16.0.2)
 629:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@16.0.2)
 630:             2             48  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@16.0.2)
 631:             3             48  java.util.concurrent.atomic.AtomicMarkableReference (java.base@16.0.2)
 632:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync (java.base@16.0.2)
 633:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@16.0.2)
 634:             2             48  java.util.logging.LoggingPermission (java.logging@16.0.2)
 635:             2             48  java.util.regex.Pattern$BmpCharPredicate$$Lambda$22/0x80000002c (java.base@16.0.2)
 636:             2             48  java.util.regex.Pattern$Start (java.base@16.0.2)
 637:             2             48  java.util.regex.Pattern$StartS (java.base@16.0.2)
 638:             2             48  java.util.zip.Inflater$InflaterZStreamRef (java.base@16.0.2)
 639:             1             48  javax.management.Notification (java.management@16.0.2)
 640:             2             48  javax.management.NotificationBroadcasterSupport (java.management@16.0.2)
 641:             2             48  javax.management.openmbean.TabularDataSupport (java.management@16.0.2)
 642:             1             48  javax.management.remote.rmi.RMIConnectionImpl$RMIServerCommunicatorAdmin (java.management.rmi@16.0.2)
 643:             1             48  jdk.internal.jimage.ImageHeader (java.base@16.0.2)
 644:             2             48  jdk.internal.misc.Signal (java.base@16.0.2)
 645:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@16.0.2)
 646:             1             48  jdk.management.jfr.FlightRecorderMXBeanImpl (jdk.management.jfr@16.0.2)
 647:             3             48  sun.nio.ch.NioSocketImpl$2 (java.base@16.0.2)
 648:             2             48  sun.reflect.generics.tree.Wildcard (java.base@16.0.2)
 649:             1             48  sun.rmi.runtime.Log$InternalStreamHandler (java.rmi@16.0.2)
 650:             3             48  sun.rmi.transport.tcp.TCPTransport$ConnectionHandler$$Lambda$119/0x0000000800c964b0 (java.rmi@16.0.2)
 651:             2             48  sun.security.jca.ProviderList (java.base@16.0.2)
 652:             2             48  sun.security.jca.ProviderList$3 (java.base@16.0.2)
 653:             1             48  sun.security.provider.MoreDrbgParameters (java.base@16.0.2)
 654:             1             48  sun.text.resources.FormatData (java.base@16.0.2)
 655:             1             48  sun.text.resources.JavaTimeSupplementary (java.base@16.0.2)
 656:             1             48  sun.text.resources.ext.FormatData_ru (jdk.localedata@16.0.2)
 657:             1             48  sun.text.resources.ext.FormatData_ru_RU (jdk.localedata@16.0.2)
 658:             1             48  sun.text.resources.ext.JavaTimeSupplementary_ru (jdk.localedata@16.0.2)
 659:             2             48  sun.util.locale.provider.LocaleServiceProviderPool (java.base@16.0.2)
 660:             1             48  sun.util.resources.TimeZoneNames (java.base@16.0.2)
 661:             1             48  sun.util.resources.TimeZoneNames_en (java.base@16.0.2)
 662:             1             48  sun.util.resources.cldr.TimeZoneNames (java.base@16.0.2)
 663:             1             48  sun.util.resources.cldr.TimeZoneNames_en (java.base@16.0.2)
 664:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry; (java.management@16.0.2)
 665:             1             40  [Ljava.lang.Thread$State; (java.base@16.0.2)
 666:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@16.0.2)
 667:             2             40  [Ljava.net.URL; (java.base@16.0.2)
 668:             1             40  [Ljava.time.format.SignStyle; (java.base@16.0.2)
 669:             1             40  [Ljava.time.format.TextStyle; (java.base@16.0.2)
 670:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@16.0.2)
 671:             1             40  [Lsun.nio.fs.WindowsPathType; (java.base@16.0.2)
 672:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@16.0.2)
 673:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@16.0.2)
 674:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor (java.management@16.0.2)
 675:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer (java.management@16.0.2)
 676:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl (java.management@16.0.2)
 677:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@16.0.2)
 678:             1             40  java.io.FilePermission (java.base@16.0.2)
 679:             1             40  java.lang.ArithmeticException (java.base@16.0.2)
 680:             1             40  java.lang.Exception (java.base@16.0.2)
 681:             1             40  java.lang.NoSuchFieldException (java.base@16.0.2)
 682:             1             40  java.lang.Package$VersionInfo (java.base@16.0.2)
 683:             1             40  java.lang.VirtualMachineError (java.base@16.0.2)
 684:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@16.0.2)
 685:             1             40  java.time.format.DateTimeFormatterBuilder (java.base@16.0.2)
 686:             1             40  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser (java.base@16.0.2)
 687:             1             40  java.time.zone.ZoneRules (java.base@16.0.2)
 688:             1             40  java.util.ResourceBundle$2 (java.base@16.0.2)
 689:             1             40  jdk.internal.loader.NativeLibraries$2 (java.base@16.0.2)
 690:             1             40  jdk.internal.loader.URLClassPath (java.base@16.0.2)
 691:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@16.0.2)
 692:             1             40  sun.management.MappedMXBeanType$CompositeDataMXBeanType (java.management@16.0.2)
 693:             1             40  sun.management.MappedMXBeanType$MapMXBeanType (java.management@16.0.2)
 694:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@16.0.2)
 695:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@16.0.2)
 696:             1             40  sun.nio.cs.StandardCharsets$Classes (java.base@16.0.2)
 697:             1             40  sun.nio.cs.US_ASCII$Decoder (java.base@16.0.2)
 698:             1             40  sun.nio.cs.UTF_8$Decoder (java.base@16.0.2)
 699:             1             40  sun.text.resources.cldr.FormatData (java.base@16.0.2)
 700:             1             40  sun.text.resources.cldr.ext.FormatData_ru (jdk.localedata@16.0.2)
 701:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@16.0.2)
 702:             1             40  sun.util.resources.Bundles$1 (java.base@16.0.2)
 703:             1             32  [Ljava.io.ObjectInputFilter$Status; (java.base@16.0.2)
 704:             1             32  [Ljava.lang.ThreadGroup; (java.base@16.0.2)
 705:             1             32  [Ljava.lang.management.MemoryManagerMXBean; (java.management@16.0.2)
 706:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@16.0.2)
